,city,X,Y,items,weights,profit
3898,3898,8400,8283,"[3897, 8357, 12817, 17277, 21737]",[1001 1009 1003 1004 1005],[977 208 680 428  87]
3899,3899,8400,8516,"[3898, 8358, 12818, 17278, 21738]",[1003 1008 1002 1004 1006],[914 430 838 266 267]
3900,3900,8400,9669,"[3899, 8359, 12819, 17279, 21739]",[1005 1001 1009 1009 1006],[111 630 906 598 452]
3901,3901,8401,6636,"[3900, 8360, 12820, 17280, 21740]",[1003 1003 1000 1008 1008],[219  14 696 959 782]
3902,3902,8401,7798,"[3901, 8361, 12821, 17281, 21741]",[1007 1006 1007 1001 1009],[829  72  19 216 616]
3903,3903,8401,8718,"[3902, 8362, 12822, 17282, 21742]",[1005 1006 1005 1007 1001],[662 492 694 283 707]
3904,3904,8401,9648,"[3903, 8363, 12823, 17283, 21743]",[1007 1008 1003 1000 1009],[520 297 678 349 520]
3905,3905,8403,7273,"[3904, 8364, 12824, 17284, 21744]",[1008 1004 1001 1009 1007],[162  70 750  80 403]
3906,3906,8403,9830,"[3905, 8365, 12825, 17285, 21745]",[1000 1005 1002 1000 1000],[531 300  72 270 566]
3907,3907,8405,9315,"[3906, 8366, 12826, 17286, 21746]",[1009 1003 1006 1009 1005],[844 426 526 591 560]
3908,3908,8406,6525,"[3907, 8367, 12827, 17287, 21747]",[1004 1000 1001 1007 1004],[166  13 103 929 921]
3909,3909,8407,6727,"[3908, 8368, 12828, 17288, 21748]",[1002 1008 1002 1008 1005],[ 18 147 456  46 511]
3910,3910,8408,6697,"[3909, 8369, 12829, 17289, 21749]",[1007 1009 1004 1009 1006],[933 447   8 597  13]
3911,3911,8408,6929,"[3910, 8370, 12830, 17290, 21750]",[1006 1005 1000 1002 1006],[ 80 952 604 703 699]
3912,3912,8409,8992,"[3911, 8371, 12831, 17291, 21751]",[1009 1002 1002 1001 1000],[523 882 476 941 298]
3913,3913,8409,9224,"[3912, 8372, 12832, 17292, 21752]",[1009 1006 1004 1003 1008],[449 649 536 759 544]
3914,3914,8410,7344,"[3913, 8373, 12833, 17293, 21753]",[1000 1007 1000 1009 1007],[652 518  62  46 980]
3915,3915,8412,8223,"[3914, 8374, 12834, 17294, 21754]",[1009 1008 1007 1002 1002],[219 119 222 825 688]
3916,3916,8413,9598,"[3915, 8375, 12835, 17295, 21755]",[1007 1007 1003 1002 1009],[772 856 459 623 518]
3917,3917,8414,8881,"[3916, 8376, 12836, 17296, 21756]",[1008 1003 1007 1007 1008],[967 311 746 695 133]
3918,3918,8415,8385,"[3917, 8377, 12837, 17297, 21757]",[1004 1006 1005 1006 1002],[103 400 943 500 691]
3919,3919,8416,7445,"[3918, 8378, 12838, 17298, 21758]",[1007 1001 1000 1001 1007],[891 163 847 852 940]
3920,3920,8420,7577,"[3919, 8379, 12839, 17299, 21759]",[1009 1007 1001 1007 1001],[502 573 784 591 875]
3921,3921,8420,8052,"[3920, 8380, 12840, 17300, 21760]",[1007 1009 1004 1001 1000],[446   6 549 337 610]
3922,3922,8421,6414,"[3921, 8381, 12841, 17301, 21761]",[1006 1002 1004 1006 1005],[859  22 481 748 102]
3923,3923,8421,7102,"[3922, 8382, 12842, 17302, 21762]",[1000 1009 1006 1008 1000],[ 32 513 673 531  94]
3924,3924,8421,8264,"[3923, 8383, 12843, 17303, 21763]",[1000 1007 1001 1008 1003],[649 765 669 238 688]
3925,3925,8422,7769,"[3924, 8384, 12844, 17304, 21764]",[1001 1007 1002 1001 1003],[403 150 448 253 314]
3926,3926,8422,8931,"[3925, 8385, 12845, 17305, 21765]",[1003 1008 1005 1004 1001],[ 98  58  54  27 569]
3927,3927,8423,6829,"[3926, 8386, 12846, 17306, 21766]",[1003 1002 1004 1005 1007],[314 888 809  40 519]
3928,3928,8423,7061,"[3927, 8387, 12847, 17307, 21767]",[1008 1003 1007 1009 1009],[390 866 809 346 191]
3929,3929,8424,7718,"[3928, 8388, 12848, 17308, 21768]",[1001 1001 1006 1007 1000],[149 461 351 299 525]
3930,3930,8424,8659,"[3929, 8389, 12849, 17309, 21769]",[1009 1009 1002 1005 1004],[501 985 920 580 363]
3931,3931,8424,9124,"[3930, 8390, 12850, 17310, 21770]",[1009 1001 1006 1005 1000],[550 978 135 128 940]
3932,3932,8426,7921,"[3931, 8391, 12851, 17311, 21771]",[1005 1004 1003 1005 1004],[274 979  28 694 885]
3933,3933,8426,9073,"[3932, 8392, 12852, 17312, 21772]",[1007 1007 1005 1009 1009],[ 51 513 732 564 722]
3934,3934,8427,7183,"[3933, 8393, 12853, 17313, 21773]",[1000 1004 1007 1004 1008],[773  67 172 657  45]
3935,3935,8427,8588,"[3934, 8394, 12854, 17314, 21774]",[1001 1004 1004 1001 1001],[792 129 341  42 617]
3936,3936,8427,8810,"[3935, 8395, 12855, 17315, 21775]",[1006 1009 1008 1002 1004],[819 326 222 388  63]
3937,3937,8427,9275,"[3936, 8396, 12856, 17316, 21776]",[1007 1007 1008 1007 1003],[544 290 664 934 779]
3938,3938,8429,8072,"[3937, 8397, 12857, 17317, 21777]",[1009 1004 1009 1001 1004],[667 207 881  31 570]
3939,3939,8429,8760,"[3938, 8398, 12858, 17318, 21778]",[1008 1007 1004 1006 1005],[144 204 509  65 597]
3940,3940,8431,7800,"[3939, 8399, 12859, 17319, 21779]",[1001 1000 1002 1000 1000],[463 624 821 564 149]
3941,3941,8431,9427,"[3940, 8400, 12860, 17320, 21780]",[1006 1001 1007 1004 1009],[256 219 946  78 637]
3942,3942,8432,6607,"[3941, 8401, 12861, 17321, 21781]",[1008 1008 1008 1002 1000],[765 873 840 196 358]
3943,3943,8432,9164,"[3942, 8402, 12862, 17322, 21782]",[1003 1004 1006 1003 1005],[215 769 718 759 426]
3944,3944,8434,7496,"[3943, 8403, 12863, 17323, 21783]",[1003 1001 1000 1001 1001],[466  72 685 268 953]
3945,3945,8435,6769,"[3944, 8404, 12864, 17324, 21784]",[1001 1005 1008 1007 1007],[714 864 331 853 815]
3946,3946,8436,8376,"[3945, 8405, 12865, 17325, 21785]",[1008 1008 1005 1004 1001],[354 102 523 970 521]
3947,3947,8436,9306,"[3946, 8406, 12866, 17326, 21786]",[1004 1007 1000 1001 1001],[776 882 677 162 187]
3948,3948,8437,6971,"[3947, 8407, 12867, 17327, 21787]",[1007 1008 1007 1001 1005],[934 426 343 167 694]
3949,3949,8437,7668,"[3948, 8408, 12868, 17328, 21788]",[1008 1002 1007 1000 1007],[301  79  18 572 424]
3950,3950,8437,8133,"[3949, 8409, 12869, 17329, 21789]",[1009 1000 1007 1008 1003],[122 964 743  19 483]
3951,3951,8437,8346,"[3950, 8410, 12870, 17330, 21790]",[1006 1000 1009 1002 1005],[825 530 789 985 421]
3952,3952,8438,7871,"[3951, 8411, 12871, 17331, 21791]",[1002 1004 1007 1004 1000],[401 344 157 992 682]
3953,3953,8440,8053,"[3952, 8412, 12872, 17332, 21792]",[1009 1002 1001 1008 1002],[  5 617 947 914 450]
3954,3954,8441,6648,"[3953, 8413, 12873, 17333, 21793]",[1006 1005 1002 1000 1000],[872 868 220 324 407]
3955,3955,8441,6880,"[3954, 8414, 12874, 17334, 21794]",[1009 1008 1004 1009 1007],[513 279 833 893 968]
3956,3956,8442,7547,"[3955, 8415, 12875, 17335, 21795]",[1007 1004 1004 1006 1000],[141  24 241 230 422]
3957,3957,8442,8002,"[3956, 8416, 12876, 17336, 21796]",[1005 1005 1008 1008 1005],[644 567 288 563 131]
3958,3958,8443,8680,"[3957, 8417, 12877, 17337, 21797]",[1003 1008 1007 1002 1005],[610 250 577 516 306]
3959,3959,8444,6567,"[3958, 8418, 12878, 17338, 21798]",[1007 1009 1004 1006 1001],[785 447 487 282 782]
3960,3960,8444,9357,"[3959, 8419, 12879, 17339, 21799]",[1004 1008 1000 1003 1002],[993 394 459 311 266]
3961,3961,8445,7002,"[3960, 8420, 12880, 17340, 21800]",[1007 1001 1009 1002 1005],[363 487 259 488 497]
3962,3962,8445,7244,"[3961, 8421, 12881, 17341, 21801]",[1000 1005 1002 1007 1003],[701   1 202 124  50]
3963,3963,8445,8629,"[3962, 8422, 12882, 17342, 21802]",[1005 1004 1000 1008 1002],[429 420 220 653 608]
3964,3964,8446,7457,"[3963, 8423, 12883, 17343, 21803]",[1008 1001 1009 1001 1004],[434 329 938 295 804]
3965,3965,8446,7689,"[3964, 8424, 12884, 17344, 21804]",[1001 1008 1004 1005 1001],[993 678 783 931 363]
3966,3966,8446,8842,"[3965, 8425, 12885, 17345, 21805]",[1000 1005 1000 1003 1002],[227 352 132 230 121]
3967,3967,8448,6486,"[3966, 8426, 12886, 17346, 21806]",[1008 1004 1007 1003 1007],[666 210 212 893 317]
3968,3968,8448,9024,"[3967, 8427, 12887, 17347, 21807]",[1002 1005 1004 1001 1003],[862 591 343 671  56]
3969,3969,8449,6921,"[3968, 8428, 12888, 17348, 21808]",[1001 1001 1005 1002 1002],[663 700 563  89 916]
3970,3970,8450,8508,"[3969, 8429, 12889, 17349, 21809]",[1008 1006 1002 1002 1009],[446 833 293 503 584]
3971,3971,8452,6850,"[3970, 8430, 12890, 17350, 21810]",[1000 1002 1000 1000 1007],[911 989 640 483 613]
3972,3972,8452,8710,"[3971, 8431, 12891, 17351, 21811]",[1000 1003 1009 1000 1005],[237 507  71 184 118]
3973,3973,8454,8882,"[3972, 8432, 12892, 17352, 21812]",[1003 1000 1002 1000 1001],[900 749 576 928 473]
3974,3974,8455,6547,"[3973, 8433, 12893, 17353, 21813]",[1007 1001 1004 1002 1009],[140 975 726 622 326]
3975,3975,8455,7932,"[3974, 8434, 12894, 17354, 21814]",[1003 1008 1003 1005 1007],[350 174 103 948 903]
3976,3976,8457,9509,"[3975, 8435, 12895, 17355, 21815]",[1004 1000 1000 1000 1004],[496 460 767 999 184]
3977,3977,8458,7639,"[3976, 8436, 12896, 17356, 21816]",[1000 1003 1008 1007 1009],[125 757 512 936 279]
3978,3978,8458,8114,"[3977, 8437, 12897, 17357, 21817]",[1003 1001 1001 1003 1003],[427 109 194 621 145]
3979,3979,8460,7821,"[3978, 8438, 12898, 17358, 21818]",[1004 1009 1000 1004 1002],[721 933 992 667 849]
3980,3980,8461,7346,"[3979, 8439, 12899, 17359, 21819]",[1002 1003 1009 1005 1005],[884 436 360 769 579]
3981,3981,8461,8276,"[3980, 8440, 12900, 17360, 21820]",[1004 1008 1006 1000 1000],[441 225 967 564 616]
3982,3982,8462,8478,"[3981, 8441, 12901, 17361, 21821]",[1003 1000 1006 1003 1004],[379 763 542 173 874]
3983,3983,8462,9408,"[3982, 8442, 12902, 17362, 21822]",[1005 1002 1000 1001 1004],[ 79 125 236 609 694]
3984,3984,8462,9631,"[3983, 8443, 12903, 17363, 21823]",[1008 1006 1000 1006 1001],[437 271 338 549 339]
3985,3985,8463,7983,"[3984, 8444, 12904, 17364, 21824]",[1009 1001 1008 1000 1000],[ 93 458 883 775  84]
3986,3986,8463,8216,"[3985, 8445, 12905, 17365, 21825]",[1006 1004 1002 1005 1008],[369  10 353  99 579]
3987,3987,8463,8448,"[3986, 8446, 12906, 17366, 21826]",[1004 1003 1000 1001 1001],[782 948 470 647 358]
3988,3988,8464,7043,"[3987, 8447, 12907, 17367, 21827]",[1001 1009 1005 1004 1007],[989 443 394 311 521]
3989,3989,8464,9115,"[3988, 8448, 12908, 17368, 21828]",[1007 1002 1009 1004 1006],[771 178 198 977 602]
3990,3990,8465,8418,"[3989, 8449, 12909, 17369, 21829]",[1007 1002 1006 1005 1000],[456 836  35 159 945]
3991,3991,8465,9560,"[3990, 8450, 12910, 17370, 21830]",[1003 1009 1009 1000 1003],[688  34 748   8 907]
3992,3992,8467,8600,"[3991, 8451, 12911, 17371, 21831]",[1008 1001 1000 1006 1001],[380 624 158  32  30]
3993,3993,8467,9045,"[3992, 8452, 12912, 17372, 21832]",[1001 1003 1009 1006 1008],[666 966 488 930 182]
3994,3994,8468,7174,"[3993, 8453, 12913, 17373, 21833]",[1008 1003 1001 1007 1004],[135 543 943 945 459]
3995,3995,8468,7872,"[3994, 8454, 12914, 17374, 21834]",[1003 1005 1008 1009 1002],[680 215 293 922 168]
3996,3996,8469,6457,"[3995, 8455, 12915, 17375, 21835]",[1002 1004 1000 1001 1000],[ 55 119 437 617  31]
3997,3997,8469,8539,"[3996, 8456, 12916, 17376, 21836]",[1005 1005 1007 1002 1000],[291 572 423 827 378]
3998,3998,8471,6649,"[3997, 8457, 12917, 17377, 21837]",[1009 1004 1005 1000 1007],[111 216 162 541 651]
3999,3999,8472,7084,"[3998, 8458, 12918, 17378, 21838]",[1008 1008 1006 1003 1007],[132 711 362 899 842]
4000,4000,8472,8944,"[3999, 8459, 12919, 17379, 21839]",[1005 1007 1004 1007 1003],[987 901 313 263 432]
4001,4001,8472,9176,"[4000, 8460, 12920, 17380, 21840]",[1007 1008 1008 1005 1006],[784 404 928  25 271]
4002,4002,8474,6811,"[4001, 8461, 12921, 17381, 21841]",[1007 1008 1004 1009 1007],[796 946  91 893 842]
4003,4003,8474,7741,"[4002, 8462, 12922, 17382, 21842]",[1002 1009 1009 1003 1003],[970 927 758 965 825]
4004,4004,8475,7711,"[4003, 8463, 12923, 17383, 21843]",[1008 1004 1002 1006 1003],[416 830 782 653 923]
4005,4005,8476,7468,"[4004, 8464, 12924, 17384, 21844]",[1001 1005 1002 1004 1000],[773 561 813 931 914]
4006,4006,8476,9308,"[4005, 8465, 12925, 17385, 21845]",[1002 1009 1002 1004 1005],[801 230 883 579 341]
4007,4007,8477,6973,"[4006, 8466, 12926, 17386, 21846]",[1006 1002 1009 1001 1002],[316 102 832 900 693]
4008,4008,8478,6497,"[4007, 8467, 12927, 17387, 21847]",[1006 1000 1005 1002 1002],[256 291 962 255 968]
4009,4009,8478,6710,"[4008, 8468, 12928, 17388, 21848]",[1004 1000 1004 1006 1003],[889 879 862 721 825]
4010,4010,8480,7377,"[4009, 8469, 12929, 17389, 21849]",[1006 1002 1003 1001 1006],[326   2 564  86 188]
4011,4011,8481,6872,"[4010, 8470, 12930, 17390, 21850]",[1009 1006 1001 1003 1007],[694 767 966 180 770]
4012,4012,8481,8034,"[4011, 8471, 12931, 17391, 21851]",[1004 1008 1000 1001 1009],[167 750 101 331 796]
4013,4013,8484,7266,"[4012, 8472, 12932, 17392, 21852]",[1000 1009 1004 1004 1005],[915 204 138 141 181]
4014,4014,8484,9126,"[4013, 8473, 12933, 17393, 21853]",[1002 1004 1004 1003 1001],[443 388 636 681 311]
4015,4015,8485,7034,"[4014, 8474, 12934, 17394, 21854]",[1005 1008 1003 1006 1000],[100 707 594 701 598]
4016,4016,8486,6761,"[4015, 8475, 12935, 17395, 21855]",[1008 1002 1002 1006 1001],[226 507 432 760 132]
4017,4017,8487,6518,"[4016, 8476, 12936, 17396, 21856]",[1000 1002 1004 1001 1002],[206 824 397 235  80]
4018,4018,8487,8591,"[4017, 8477, 12937, 17397, 21857]",[1004 1009 1001 1001 1003],[988 990 752 729 801]
4019,4019,8488,9278,"[4018, 8478, 12938, 17398, 21858]",[1001 1003 1005 1003 1000],[303 593 302 625 640]
4020,4020,8489,6700,"[4019, 8479, 12939, 17399, 21859]",[1006 1003 1002 1002 1000],[826 359 511 136  56]
4021,4021,8490,6670,"[4020, 8480, 12940, 17400, 21860]",[1004 1007 1006 1001 1006],[327 374 689 322  78]
4022,4022,8490,6913,"[4021, 8481, 12941, 17401, 21861]",[1007 1009 1001 1006 1009],[748 297 219 205 503]
4023,4023,8490,8308,"[4022, 8482, 12942, 17402, 21862]",[1007 1002 1000 1007 1006],[942  48 153 706 408]
4024,4024,8490,9460,"[4023, 8483, 12943, 17403, 21863]",[1003 1002 1009 1007 1005],[472 626 865 639 594]
4025,4025,8491,6417,"[4024, 8484, 12944, 17404, 21864]",[1001 1007 1000 1001 1006],[708 723 375 706 829]
4026,4026,8491,7337,"[4025, 8485, 12945, 17405, 21865]",[1001 1002 1004 1005 1009],[171 107 830 830 135]
4027,4027,8491,7812,"[4026, 8486, 12946, 17406, 21866]",[1006 1008 1003 1002 1005],[823 113 785 702 835]
4028,4028,8491,9197,"[4027, 8487, 12947, 17407, 21867]",[1002 1001 1006 1007 1002],[912 582 908 867 598]
4029,4029,8492,6640,"[4028, 8488, 12948, 17408, 21868]",[1002 1001 1006 1008 1006],[564 708  76 781 926]
4030,4030,8492,8490,"[4029, 8489, 12949, 17409, 21869]",[1007 1005 1008 1003 1003],[211 163 391  86 163]
4031,4031,8494,6589,"[4030, 8490, 12950, 17410, 21870]",[1004 1004 1001 1004 1007],[181 111 207  69  94]
4032,4032,8494,8197,"[4031, 8491, 12951, 17411, 21871]",[1009 1001 1009 1001 1008],[776 375 835 619 330]
4033,4033,8495,6802,"[4032, 8492, 12952, 17412, 21872]",[1003 1008 1001 1002 1001],[  3 737 119  64  27]
4034,4034,8496,7924,"[4033, 8493, 12953, 17413, 21873]",[1002 1006 1007 1001 1007],[452 321 324 699 141]
4035,4035,8496,8621,"[4034, 8494, 12954, 17414, 21874]",[1004 1004 1000 1002 1002],[968 640 432 278 864]
4036,4036,8496,8854,"[4035, 8495, 12955, 17415, 21875]",[1003 1002 1002 1008 1002],[175 314 481 306 149]
4037,4037,8498,7661,"[4036, 8496, 12956, 17416, 21876]",[1002 1000 1005 1003 1003],[684 782 383 369 153]
4038,4038,8499,7408,"[4037, 8497, 12957, 17417, 21877]",[1003 1000 1001 1006 1009],[285  97  22 890 698]
4039,4039,8499,7863,"[4038, 8498, 12958, 17418, 21878]",[1004 1004 1009 1009 1009],[715 994 257 607 106]
4040,4040,8500,9006,"[4039, 8499, 12959, 17419, 21879]",[1008 1005 1002 1009 1003],[904 424 173 980 209]
4041,4041,8501,8045,"[4040, 8500, 12960, 17420, 21880]",[1009 1005 1004 1000 1009],[783 430 110 920 941]
4042,4042,8501,9430,"[4041, 8501, 12961, 17421, 21881]",[1008 1008 1009 1000 1006],[ 84 774 441 430 785]
4043,4043,8502,6863,"[4042, 8502, 12962, 17422, 21882]",[1001 1008 1002 1006 1004],[462 369 864  28 264]
4044,4044,8506,7004,"[4043, 8503, 12963, 17423, 21883]",[1009 1000 1008 1003 1001],[670 938 118 413 362]
4045,4045,8506,7227,"[4044, 8504, 12964, 17424, 21884]",[1006 1001 1009 1009 1002],[466 720 442 175 201]
4046,4046,8507,8379,"[4045, 8505, 12965, 17425, 21885]",[1008 1000 1000 1005 1005],[ 26 305 520 568 635]
4047,4047,8507,9057,"[4046, 8506, 12966, 17426, 21886]",[1000 1006 1007 1006 1007],[ 73 117 647 773 950]
4048,4048,8507,9077,"[4047, 8507, 12967, 17427, 21887]",[1004 1006 1001 1000 1008],[327 380 830 886 806]
4049,4049,8510,8541,"[4048, 8508, 12968, 17428, 21888]",[1001 1007 1009 1003 1000],[586 284 921 380 733]
4050,4050,8513,9158,"[4049, 8509, 12969, 17429, 21889]",[1008 1004 1005 1005 1002],[497 121  43 846 538]
4051,4051,8514,9370,"[4050, 8510, 12970, 17430, 21890]",[1000 1003 1006 1005 1000],[155 366  66 626 205]
4052,4052,8515,6560,"[4051, 8511, 12971, 17431, 21891]",[1008 1004 1008 1006 1009],[883 763 273 817 796]
4053,4053,8515,6570,"[4052, 8512, 12972, 17432, 21892]",[1008 1004 1007 1001 1003],[457 476 642 828 800]
4054,4054,8515,7025,"[4053, 8513, 12973, 17433, 21893]",[1005 1003 1001 1001 1007],[351 777  10 582 628]
4055,4055,8515,7500,"[4054, 8514, 12974, 17434, 21894]",[1009 1008 1009 1007 1006],[884 954 149 927 117]
4056,4056,8515,7955,"[4055, 8515, 12975, 17435, 21895]",[1009 1009 1000 1002 1006],[244  25 676  18 279]
4057,4057,8515,8177,"[4056, 8516, 12976, 17436, 21896]",[1001 1006 1008 1009 1007],[ 254  965 1000  711  574]
4058,4058,8516,6782,"[4057, 8517, 12977, 17437, 21897]",[1001 1003 1007 1000 1004],[403  31 448 257 630]
4059,4059,8517,6530,"[4058, 8518, 12978, 17438, 21898]",[1008 1008 1001 1009 1009],[537  66 696 922 699]
4060,4060,8518,8592,"[4059, 8519, 12979, 17439, 21899]",[1009 1003 1006 1005 1005],[206 318 472 974 402]
4061,4061,8519,7167,"[4060, 8520, 12980, 17440, 21900]",[1000 1003 1003 1000 1005],[842  53 743 824 712]
4062,4062,8519,7409,"[4061, 8521, 12981, 17441, 21901]",[1004 1000 1007 1005 1003],[316 457 586 370 186]
4063,4063,8521,7126,"[4062, 8522, 12982, 17442, 21902]",[1008 1002 1006 1002 1005],[894  67 557   2 874]
4064,4064,8521,7814,"[4063, 8523, 12983, 17443, 21903]",[1001 1007 1004 1003 1002],[445 462 342 165 476]
4065,4065,8522,7339,"[4064, 8524, 12984, 17444, 21904]",[1002 1007 1002 1007 1005],[295 332 215 404 210]
4066,4066,8524,8441,"[4065, 8525, 12985, 17445, 21905]",[1005 1008 1009 1006 1005],[887 959 976 422 860]
4067,4067,8524,8916,"[4066, 8526, 12986, 17446, 21906]",[1002 1009 1008 1001 1003],[ 19 544 702 239 851]
4068,4068,8526,9320,"[4067, 8527, 12987, 17447, 21907]",[1003 1005 1005 1006 1007],[339 911  34 448 571]
4069,4069,8527,7915,"[4068, 8528, 12988, 17448, 21908]",[1003 1002 1007 1002 1000],[881 669 598 207  30]
4070,4070,8528,6965,"[4069, 8529, 12989, 17449, 21909]",[1006 1002 1001 1008 1007],[999  22 289 372 782]
4071,4071,8530,6924,"[4070, 8530, 12990, 17450, 21910]",[1002 1008 1007 1007 1006],[ 80 858 689 294 919]
4072,4072,8531,6672,"[4071, 8531, 12991, 17451, 21911]",[1008 1002 1002 1006 1001],[ 17 793 257 453 178]
4073,4073,8532,8259,"[4072, 8532, 12992, 17452, 21912]",[1007 1004 1009 1009 1005],[ 14 492 824 748 643]
4074,4074,8532,8957,"[4073, 8533, 12993, 17453, 21913]",[1006 1000 1001 1003 1004],[652 393  96 532 873]
4075,4075,8533,8016,"[4074, 8534, 12994, 17454, 21914]",[1003 1007 1003 1004 1003],[746 394 381 892  40]
4076,4076,8533,8481,"[4075, 8535, 12995, 17455, 21915]",[1009 1007 1005 1007 1004],[314 238 117 592 564]
4077,4077,8539,6470,"[4076, 8536, 12996, 17456, 21916]",[1006 1000 1001 1003 1006],[567  70 632 260 234]
4078,4078,8539,7643,"[4077, 8537, 12997, 17457, 21917]",[1009 1008 1000 1008 1000],[647 911 227 321 342]
4079,4079,8540,8320,"[4078, 8538, 12998, 17458, 21918]",[1000 1001 1009 1002 1005],[846 395 996 208  70]
4080,4080,8540,9230,"[4079, 8539, 12999, 17459, 21919]",[1006 1000 1000 1008 1008],[ 21  41 325 298 472]
4081,4081,8541,7835,"[4080, 8540, 13000, 17460, 21920]",[1004 1004 1009 1004 1009],[359 486 581 395 292]
4082,4082,8543,6622,"[4081, 8541, 13001, 17461, 21921]",[1008 1003 1008 1000 1005],[481 330 440 945 470]
4083,4083,8543,7309,"[4082, 8542, 13002, 17462, 21922]",[1003 1003 1001 1005 1005],[435 794 945 227 926]
4084,4084,8544,7987,"[4083, 8543, 13003, 17463, 21923]",[1006 1007 1005 1006 1009],[674 633 375 700 613]
4085,4085,8545,8189,"[4084, 8544, 13004, 17464, 21924]",[1003 1003 1004 1002 1007],[864 948 424 511 343]
4086,4086,8546,7006,"[4085, 8545, 13005, 17465, 21925]",[1004 1006 1008 1004 1008],[465 843 591 865 671]
4087,4087,8546,8411,"[4086, 8546, 13006, 17466, 21926]",[1006 1001 1005 1006 1005],[474  47  89 384 882]
4088,4088,8547,6763,"[4087, 8547, 13007, 17467, 21927]",[1007 1006 1002 1003 1002],[ 33 932 392 553 517]
4089,4089,8547,8381,"[4088, 8548, 13008, 17468, 21928]",[1002 1002 1006 1007 1003],[ 43  93 194 850 536]
4090,4090,8548,6733,"[4089, 8549, 13009, 17469, 21929]",[1008 1003 1006 1001 1008],[733 809 461 691 671]
4091,4091,8548,7886,"[4090, 8550, 13010, 17470, 21930]",[1009 1004 1000 1003 1000],[583 284 547 166 997]
4092,4092,8549,6956,"[4091, 8551, 13011, 17471, 21931]",[1004 1000 1003 1007 1007],[  8 726 696 521 899]
4093,4093,8549,8573,"[4092, 8552, 13012, 17472, 21932]",[1006 1009 1006 1004 1008],[886 416 824 685 432]
4094,4094,8550,7380,"[4093, 8553, 13013, 17473, 21933]",[1000 1001 1004 1006 1002],[525 169 717 865 608]
4095,4095,8550,8078,"[4094, 8554, 13014, 17474, 21934]",[1006 1001 1009 1001 1009],[758 866  34 915  93]
4096,4096,8551,6430,"[4095, 8555, 13015, 17475, 21935]",[1005 1007 1005 1005 1009],[ 11 625  89 314 438]
4097,4097,8551,6905,"[4096, 8556, 13016, 17476, 21936]",[1007 1003 1003 1007 1005],[237 797 249 725 185]
4098,4098,8552,7795,"[4097, 8557, 13017, 17477, 21937]",[1004 1001 1008 1002 1001],[164 748 678 633 813]
4099,4099,8553,6865,"[4098, 8558, 13018, 17478, 21938]",[1003 1002 1009 1000 1000],[ 24 832 143 152  82]
4100,4100,8553,7552,"[4099, 8559, 13019, 17479, 21939]",[1009 1008 1007 1009 1007],[875 468 286 631  86]
4101,4101,8553,9160,"[4100, 8560, 13020, 17480, 21940]",[1004 1007 1004 1004 1009],[291 693 275 760 112]
4102,4102,8554,8230,"[4101, 8561, 13021, 17481, 21941]",[1009 1006 1002 1008 1001],[920 302 938 672 769]
4103,4103,8555,6572,"[4102, 8562, 13022, 17482, 21942]",[1002 1001 1007 1006 1005],[670 782 105 849 643]
4104,4104,8555,9362,"[4103, 8563, 13023, 17483, 21943]",[1006 1006 1007 1005 1000],[930 927 110 251  52]
4105,4105,8556,7471,"[4104, 8564, 13024, 17484, 21944]",[1001 1001 1009 1001 1001],[520 871 515 102 554]
4106,4106,8558,6511,"[4105, 8565, 13025, 17485, 21945]",[1008 1007 1009 1002 1007],[976 922  26  65 636]
4107,4107,8558,7664,"[4106, 8566, 13026, 17486, 21946]",[1005 1009 1008 1008 1004],[994 211 934 764 477]
4108,4108,8559,9271,"[4107, 8567, 13027, 17487, 21947]",[1006 1006 1003 1004 1000],[539 218 183  28 235]
4109,4109,8560,6693,"[4108, 8568, 13028, 17488, 21948]",[1000 1004 1007 1006 1005],[234 638 404 769 568]
4110,4110,8560,9241,"[4109, 8569, 13029, 17489, 21949]",[1008 1000 1000 1000 1006],[ 27 689 292 133 871]
4111,4111,8561,7138,"[4110, 8570, 13030, 17490, 21950]",[1007 1006 1003 1006 1001],[ 66 404 225 215 405]
4112,4112,8564,6592,"[4111, 8571, 13031, 17491, 21951]",[1002 1000 1003 1004 1004],[348 491  61 178 899]
4113,4113,8565,8200,"[4112, 8572, 13032, 17492, 21952]",[1009 1003 1009 1005 1009],[189 525 348 551 261]
4114,4114,8565,8442,"[4113, 8573, 13033, 17493, 21953]",[1000 1000 1007 1005 1006],[700 754 615 594 636]
4115,4115,8566,6784,"[4114, 8574, 13034, 17494, 21954]",[1003 1001 1003 1005 1008],[438 990 972  75 362]
4116,4116,8567,7239,"[4115, 8575, 13035, 17495, 21955]",[1001 1003 1003 1004 1008],[764 446 810 327 674]
4117,4117,8569,7866,"[4116, 8576, 13036, 17496, 21956]",[1001 1008 1001 1000 1000],[405 709 516 517 812]
4118,4118,8569,8341,"[4117, 8577, 13037, 17497, 21957]",[1008 1009 1002 1009 1002],[ 81 921 171 991 689]
4119,4119,8571,6663,"[4118, 8578, 13038, 17498, 21958]",[1008 1005 1008 1002 1005],[191 953 565 181 118]
4120,4120,8571,7604,"[4119, 8579, 13039, 17499, 21959]",[1003 1007 1005 1002 1008],[679 204 533 774 779]
4121,4121,8572,9201,"[4120, 8580, 13040, 17500, 21960]",[1002 1005 1007 1006 1006],[705 939 742 139 124]
